1.6	2.945	0.0603578
1.61	2.99748	0.0626696
1.62	3.04384	0.0648285
1.63	3.09377	0.0685293
1.64	3.14197	0.0709392
1.65	3.19043	0.0730246
1.66	3.24251	0.0769018
1.67	3.29142	0.07917
1.68	3.34062	0.0814849
1.69	3.38767	0.0865369
1.7	3.43773	0.0879662
1.71	3.48861	0.0925955
1.72	3.53543	0.0953298
1.73	3.58466	0.0965577
1.74	3.63445	0.0995548
1.75	3.68687	0.101733
1.76	3.73102	0.106591
1.77	3.78266	0.109006
1.78	3.83178	0.113409
1.79	3.88315	0.116425
1.8	3.93347	0.120715
1.81	3.98054	0.123019
1.82	4.02906	0.126278
1.83	4.07688	0.130572
1.84	4.12856	0.134779
1.85	4.17761	0.136036
1.86	4.22679	0.139383
1.87	4.27749	0.144237
1.88	4.32469	0.146741
1.89	4.37661	0.149306
1.9	4.42381	0.155927
1.91	4.47454	0.157967
1.92	4.52274	0.163263
1.93	4.57248	0.166654
1.94	4.62188	0.170123
1.95	4.67202	0.173827
1.96	4.72006	0.177999
1.97	4.77243	0.180615
1.98	4.82049	0.184759
1.99	4.87037	0.189196
